"Source_Plate","Location","Sample.NTC.Control","Treatment","Resident_Rhizobial_Level","Reaction.Mix","Year","Universal","G22","G24","G22_First_Correction","Universal_First_Correction","G24_First_Correction","dilution_number","dilution_factor","G22_Second_Correction","Universal_Second_Correction","G24_Second_Correction"
"Plate_2_06Mar2026","Minot","AvMH_602 2025 -3 Uninoc","Uninoc","High","U_G22",2025,1131.5,0,NA,0,9052,NA,3,1000,0,9052000,NA
"Plate_2_06Mar2026","Minot","AvML_305 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,4079.6,3.004,NA,24.032,32636.8,NA,3,1000,24032,32636800,NA
"Plate_2_06Mar2026","Minot","AvML_404 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,1366.4,0,NA,0,10931.2,NA,3,1000,0,10931200,NA
"Plate_2_06Mar2026","Minot","AvML_503 2025 -2 Uninoc","Uninoc","Low","U_G22",2025,4813.4,13.46,NA,107.68,38507.2,NA,2,100,10768,3850720,NA
"Plate_2_06Mar2026","Carrington","NDCL_503 2025 -3 Ino","G24","Low","U_G22",2025,7655.8,0,NA,0,61246.4,NA,3,1000,0,61246400,NA
"Plate_2_06Mar2026","Carrington","NDCL_206 2025 -3 Ino","G24","Low","U_G22",2025,8942.6,0,NA,0,71540.8,NA,3,1000,0,71540800,NA
"Plate_2_06Mar2026","Carrington","NDCL_206_2 2025 -3 Ino","G24","Low","U_G22",2025,3151.8,0,NA,0,25214.4,NA,3,1000,0,25214400,NA
"Plate_2_06Mar2026","Carrington","NDCL_305 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,1140.4,68.15,NA,545.2,9123.2,NA,3,1000,545200,9123200,NA
"Plate_2_06Mar2026","Carrington","NDCL_404 2025 -3 G22","G22","Low","U_G22",2025,1282.9,0.389,NA,3.112,10263.2,NA,3,1000,3112,10263200,NA
"Plate_2_06Mar2026","Minot","NDMH_101 2025 -2 Uninoc","Uninoc","High","U_G22",2025,9676.9,0,NA,0,77415.2,NA,2,100,0,7741520,NA
"Plate_2_06Mar2026","Minot","NDMH_206 2025 -3 Uninoc","Uninoc","High","U_G22",2025,414.7,0,NA,0,3317.6,NA,3,1000,0,3317600,NA
"Plate_2_06Mar2026","Minot","NDMH_305 2025 -2 Uninoc","Uninoc","High","U_G22",2025,5815.1,0,NA,0,46520.8,NA,2,100,0,4652080,NA
"Plate_2_06Mar2026","Minot","NDMH_404 2025 -3 Uninoc","Uninoc","High","U_G22",2025,2555.9,0,NA,0,20447.2,NA,3,1000,0,20447200,NA
"Plate_2_06Mar2026","Minot","NDML_503 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,4018.1,0,NA,0,32144.8,NA,3,1000,0,32144800,NA
"Plate_2_06Mar2026","Minot","NDML_602 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,2467,0.384,NA,3.072,19736,NA,3,1000,3072,19736000,NA
"Plate_2_06Mar2026","Minot","NDML_101 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,111.2,0,NA,0,889.6,NA,3,1000,0,889600,NA
"Plate_2_06Mar2026","Minot","NDML_305 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,2746.2,0,NA,0,21969.6,NA,3,1000,0,21969600,NA
"Plate_2_06Mar2026","Minot","NDML_404 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,1828,0,NA,0,14624,NA,3,1000,0,14624000,NA
"Plate_2_06Mar2026","Carrington","PGCL_305 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,2304.6,0,NA,0,18436.8,NA,3,1000,0,18436800,NA
"Plate_2_06Mar2026","Minot","PGML_503 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,3891.7,0,NA,0,31133.6,NA,3,1000,0,31133600,NA
"Plate_2_06Mar2026","Carrington","PGCL_101 2025 -3 Uninoc","Uninoc","Low","U_G22",2025,4249,286,NA,2288,33992,NA,3,1000,2288000,33992000,NA
"Plate_2_06Mar2026","Minot","PGMH_305 2025 -2 Uninoc","Uninoc","High","U_G22",2025,5896.8,1.537,NA,12.296,47174.4,NA,2,100,1229.6,4717440,NA
"Plate_2_06Mar2026","Minot","PGMH_404 2025 -2 Uninoc","Uninoc","High","U_G22",2025,927.7,0,NA,0,7421.6,NA,2,100,0,742160,NA
"Plate_2_06Mar2026",NA,"3841_G22 -2","G22",NA,"U_G22",2025,2935.9,2103.6,NA,16828.8,23487.2,NA,NA,NA,NA,NA,NA
"Plate_3_18Mar2026","Minot","PGMH_101 2025 -2 Uninoc","Uninoc","High","U_G22_Hypo",2025,3624.4,19.68,NA,157.44,28995.2,NA,2,100,15744,2899520,NA
"Plate_3_18Mar2026","Minot","PGMH_206 2025 -3 Uninoc","Uninoc","High","U_G22_Hypo",2025,541.6,0,NA,0,4332.8,NA,3,1000,0,4332800,NA
"Plate_3_18Mar2026","Minot","PGML_305 2025 -3 Uninoc","Uninoc","Low","U_G22_Hypo",2025,767.5,0.365,NA,2.92,6140,NA,3,1000,2920,6140000,NA
"Plate_3_18Mar2026","Minot","PGML_404 2025 -2 Uninoc","Uninoc","Low","U_G22_Hypo",2025,12015.2,0,NA,0,96121.6,NA,2,100,0,9612160,NA
"Plate_3_18Mar2026","Minot","PGML_503 2025 -3 Uninoc","Uninoc","Low","U_G22_Hypo",2025,693.2,0,NA,0,5545.6,NA,3,1000,0,5545600,NA
"Plate_3_18Mar2026","Minot","PGML_602 2025 -2 Uninoc","Uninoc","Low","U_G22_Hypo",2025,3552.9,0,NA,0,28423.2,NA,2,100,0,2842320,NA
"Plate_3_18Mar2026","Minot","PGML_101 2025 -3 Uninoc","Uninoc","Low","U_G22_Hypo",2025,562.4,0,NA,0,4499.2,NA,3,1000,0,4499200,NA
"Plate_3_18Mar2026","Minot","PGML_206 2025 -3 Uninoc","Uninoc","Low","U_G22_Hypo",2025,898.2,0,NA,0,7185.6,NA,3,1000,0,7185600,NA
"Plate_3_18Mar2026","Carrington","AvCL_206 2025 -2 Ino","G24","Low","U_G22_Hypo",2025,99.4,0,NA,0,795.2,NA,2,100,0,79520,NA
"Plate_3_18Mar2026","Minot","AvML_101 2025 -1 Uninoc","Uninoc","Low","U_G22_Hypo",2025,11.59,0,NA,0,92.72,NA,1,10,0,927.2,NA
"Plate_3_18Mar2026","Carrington","NDCH_204 2025 -2 G22","G22","High","U_G22_Hypo",2025,4838.8,0,NA,0,38710.4,NA,2,100,0,3871040,NA
"Plate_3_18Mar2026","Carrington","NDCL_303 2025 -2 Ino","G24","Low","U_G22_Hypo",2025,4609.2,0,NA,0,36873.6,NA,2,100,0,3687360,NA
"Plate_3_18Mar2026","Carrington","NDCL_502 2025 -2 Uninoc","Uninoc","Low","U_G22_Hypo",2025,4107.1,0,NA,0,32856.8,NA,2,100,0,3285680,NA
"Plate_3_18Mar2026","Minot","NDMH_602 2025 -3 Uninoc","Uninoc","High","U_G22_Hypo",2025,5148.9,515.1,NA,4120.8,41191.2,NA,3,1000,4120800,41191200,NA
"Plate_3_18Mar2026","Carrington","PGCH_205 2025 -2 Uninoc","Uninoc","High","U_G22_Hypo",2025,5146.3,0,NA,0,41170.4,NA,2,100,0,4117040,NA
"Plate_3_18Mar2026","Carrington","PGCL_404 2025 -2 G22","G22","Low","U_G22_Hypo",2025,1319.5,0.381,NA,3.048,10556,NA,2,100,304.8,1055600,NA
"Plate_3_18Mar2026","Carrington","PGCL_502 2025 -2 Uninoc","Uninoc","Low","U_G22_Hypo",2025,11355.8,0,NA,0,90846.4,NA,2,100,0,9084640,NA
"Plate_3_18Mar2026","Carrington","PGCL_605 2025 -2 Ino","G24","Low","U_G22_Hypo",2025,15769.1,0,NA,0,126152.8,NA,2,100,0,12615280,NA
"Plate_3_18Mar2026","Minot","PGMH_602 2025 -3 Uninoc","Uninoc","High","U_G22_Hypo",2025,11375.8,60.32,NA,482.56,91006.4,NA,3,1000,482560,91006400,NA
"Plate_3_18Mar2026","Carrington","PGCL_50_2 2025 -2 Uninoc","Uninoc","Low","U_G22_Hypo",2025,6426.2,0,NA,0,51409.6,NA,2,100,0,5140960,NA
"Plate_3_18Mar2026","Carrington","LCL_402 2024 -1 Custom Standard Species_Ino","G24","Low","U_G22_Hypo",2024,14034.7,0,NA,0,112277.6,NA,1,10,0,1122776,NA
"Plate_3_18Mar2026","Carrington","GCL_602 2024 -2 Custom Standard Species_Ino","G24","Low","U_G22_Hypo",2024,18817.1,0,NA,0,150536.8,NA,2,100,0,15053680,NA
"Plate_3_18Mar2026","Carrington","PCL_505 2024 -2 Uninoc","Uninoc","Low","U_G22_Hypo",2024,6729.9,0,NA,0,53839.2,NA,2,100,0,5383920,NA
"Plate_3_18Mar2026","Carrington","LCL_206 2024 -1 Uninoc","Uninoc","Low","U_G22_Hypo",2024,15389.8,1558.7,NA,12469.6,123118.4,NA,1,10,124696,1231184,NA
"Plate_3_18Mar2026","Carrington","LCL_106 2024 -1 Custom_Species B_G22","G22","Low","U_G22_Hypo",2024,20486.1,25241.6,NA,201932.8,163888.8,NA,1,10,2019328,1638888,NA
"Plate_3_18Mar2026","Carrington","GCL_602 2024 -2 Custom_Standard_Species_Ino","G24","Low","U_G22_Hypo",2024,19146.8,0,NA,0,153174.4,NA,2,100,0,15317440,NA
"Plate_3_18Mar2026","Carrington","PCL_604 2025 -2 Custom_Standard_Species_Ino","G24","Low","U_G22_Hypo",2024,20032.5,0,NA,0,160260,NA,2,100,0,16026000,NA
"Plate_3_18Mar2026","Carrington","LCL_403 2024 -1 Uninoc","Uninoc","Low","U_G22_Hypo",2024,21286.9,0.383,NA,3.064,170295.2,NA,1,10,30.64,1702952,NA
"Plate_3_18Mar2026","Carrington","LCL_102 2024 -2 Custom_Species B_G22","G22","Low","U_G22_Hypo",2024,11942.8,11531.4,NA,92251.2,95542.4,NA,2,100,9225120,9554240,NA
"Plate_3_18Mar2026","Carrington","GCL_403 2024 -2 Custom_Species_B_G22","G22","Low","U_G22_Hypo",2024,4519.5,4825.5,NA,38604,36156,NA,2,100,3860400,3615600,NA
"Plate_3_18Mar2026","Carrington","GCL_306 2024 -2 Custom_Standard_Species_Ino","G24","Low","U_G22_Hypo",2024,11933.4,2.776,NA,22.208,95467.2,NA,2,100,2220.8,9546720,NA
"Plate_3_18Mar2026","Carrington","GCL_201 2024 -2 Custom_Species_B_G22","G22","Low","U_G22_Hypo",2024,13792.6,15959.3,NA,127674.4,110340.8,NA,2,100,12767440,11034080,NA
"Plate_3_18Mar2026","Carrington","LCL_506 2024 -1 Uninoc","Uninoc","Low","U_G22_Hypo",2024,2307.3,0.471,NA,3.768,18458.4,NA,1,10,37.68,184584,NA
"Plate_3_18Mar2026","Carrington","PCL_203 2024 -2 Custom_Species_B_G22","G22","Low","U_G22_Hypo",2024,28617.3,0,NA,0,228938.4,NA,2,100,0,22893840,NA
"Plate_3_18Mar2026","Minot","LML_106 2024 -1 Custom_Species_B_G22","G22","Low","U_G22_Hypo",2024,7422.3,7624.5,NA,60996,59378.4,NA,1,10,609960,593784,NA
"Plate_3_18Mar2026","Carrington","GCL_101 2024 -1 Uninoc","Uninoc","Low","U_G22_Hypo",2024,7547.2,1.891,NA,15.128,60377.6,NA,1,10,151.28,603776,NA
"Plate_3_18Mar2026","Carrington","LCL_101 2024 -1 Uninoc","Uninoc","Low","U_G22_Hypo",2024,759,0,NA,0,6072,NA,1,10,0,60720,NA
"Plate_3_18Mar2026","Minot","PMH_601 2024 -3 Custom_Species_B_G22","G22","High","U_G22_Hypo",2024,3620.8,1.178,NA,9.424,28966.4,NA,3,1000,9424,28966400,NA
"Plate_3_18Mar2026","Minot","GMH_502 2024 -3 Custom_Standard_Species_Ino","G24","High","U_G22_Hypo",2024,6963.4,0,NA,0,55707.2,NA,3,1000,0,55707200,NA
"Plate_3_18Mar2026","Minot","GMH_301 2024 -3 Custom_Standard_Species_Ino","G24","High","U_G22_Hypo",2024,4403.9,0.384,NA,3.072,35231.2,NA,3,1000,3072,35231200,NA
"Plate_3_18Mar2026","Minot","PMH_604 2024 -3 Custom Standard Species Ino G24","G24","High","U_G22_Hypo",2024,2749.7,0,NA,0,21997.6,NA,3,1000,0,21997600,NA
"Plate_3_18Mar2026","Minot","GMH_601 2024 -3 Custom Species B G22","G22","High","U_G22_Hypo",2024,2521.7,0,NA,0,20173.6,NA,3,1000,0,20173600,NA
"Plate_3_18Mar2026","Minot","PMH_101 2024 -2 Uninoc","Uninoc","High","U_G22_Hypo",2024,23887.6,0,NA,0,191100.8,NA,2,100,0,19110080,NA
"Plate_3_18Mar2026","Minot","LMH_606 2024 -2 Uninoc","Uninoc","High","U_G22_Hypo",2024,6906.9,0,NA,0,55255.2,NA,2,100,0,5525520,NA
"Plate_3_18Mar2026","Minot","LMH_303 2024 -1 Uninoc","Uninoc","High","U_G22_Hypo",2024,17053,0,NA,0,136424,NA,1,10,0,1364240,NA
"Plate_3_18Mar2026","Minot","PMH_202 2024 -2 Uninoc","Uninoc","High","U_G22_Hypo",2024,19169.4,0,NA,0,153355.2,NA,2,100,0,15335520,NA
"Plate_3_18Mar2026","Minot","PMH_404 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22_Hypo",2024,23892.1,0,NA,0,191136.8,NA,2,100,0,19113680,NA
"Plate_3_18Mar2026","Minot","LMH_604 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22_Hypo",2024,10081.1,0,NA,0,80648.8,NA,2,100,0,8064880,NA
"Plate_3_18Mar2026","Minot","LMH_203 2024 -1 Custom Species B G22","G22","High","U_G22_Hypo",2024,21270.3,3993.9,NA,31951.2,170162.4,NA,1,10,319512,1701624,NA
"Plate_3_18Mar2026","Minot","GMH_406 2024 -2 Custom Species B G22","G22","High","U_G22_Hypo",2024,12810.5,0,NA,0,102484,NA,2,100,0,10248400,NA
"Plate_3_18Mar2026","Minot","GML_304 2024 -3 Custom Species B G22","G22","Low","U_G22_Hypo",2024,8990.3,0,NA,0,71922.4,NA,3,1000,0,71922400,NA
"Plate_3_18Mar2026","Minot","GMH_202 2024 -3 Uninoc","Uninoc","High","U_G22_Hypo",2024,1320.7,0,NA,0,10565.6,NA,3,1000,0,10565600,NA
"Plate_3_18Mar2026","Minot","PML_506 2024 -3 Custom Standard Species Ino G24","G24","Low","U_G22_Hypo",2024,2134.1,0.768,NA,6.144,17072.8,NA,3,1000,6144,17072800,NA
"Plate_3_18Mar2026","Minot","PML_605 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22_Hypo",2024,28131.6,9.968,NA,79.744,225052.8,NA,2,100,7974.4,22505280,NA
"Plate_3_18Mar2026","Minot","LMH_106 2024 -1 Custom Species B G22","G22","High","U_G22_Hypo",2024,14717.4,9442.6,NA,75540.8,117739.2,NA,1,10,755408,1177392,NA
"Plate_3_18Mar2026","Minot","PMH_203 2024 -3 Custom Species B G22","G22","High","U_G22_Hypo",2024,3069.7,0,NA,0,24557.6,NA,3,1000,0,24557600,NA
"Plate_3_18Mar2026","Minot","LMH_601 2024 -1 Custom Species B G22","G22","High","U_G22_Hypo",2024,15850.3,16377.3,NA,131018.4,126802.4,NA,1,10,1310184,1268024,NA
"Plate_3_18Mar2026","Minot","PML_602 2024 -2 Uninoc","Uninoc","Low","U_G22_Hypo",2024,3896.3,0,NA,0,31170.4,NA,2,100,0,3117040,NA
"Plate_3_18Mar2026","Minot","GMH_303 2024 -2 Uninoc","Uninoc","High","U_G22_Hypo",2024,15169.8,0,NA,0,121358.4,NA,2,100,0,12135840,NA
"Plate_3_18Mar2026","Minot","LMH_206 2024 -1 Custom Standard Species Ino G24","G24","High","U_G22_Hypo",2024,11848,0,NA,0,94784,NA,1,10,0,947840,NA
"Plate_3_18Mar2026","Minot","GMH_101 2024 -2 Uninoc","Uninoc","High","U_G22_Hypo",2024,12778.7,0,NA,0,102229.6,NA,2,100,0,10222960,NA
"Plate_3_18Mar2026","Minot","PMH_301 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22_Hypo",2024,18477.6,0,NA,0,147820.8,NA,2,100,0,14782080,NA
"Plate_3_18Mar2026","Carrington","GCL_101_2 2024 -1 Uninoc","Uninoc","Low","U_G22_Hypo",2024,328,0,NA,0,2624,NA,1,10,0,26240,NA
"Plate_3_18Mar2026",NA,"3841_G22 -2","G22",NA,"U_G22_Hypo",2025,971.8,737.8,NA,5902.4,7774.4,NA,NA,NA,NA,NA,NA
"Plate_4_19Mar2026","Minot","PMH_606 2024 -2 Uninoc","Uninoc","High","U_G22",2024,18460,0,NA,0,147680,NA,2,100,0,14768000,NA
"Plate_4_19Mar2026","Minot","PMH_202 2024 -2 Uninoc","Uninoc","High","U_G22",2024,2665.2,0.365,NA,2.92,21321.6,NA,2,100,292,2132160,NA
"Plate_4_19Mar2026","Minot","PMH_406_R_2024 -2 Custom Species B G22","G22","High","U_G22",2024,6485.1,7.351,NA,58.808,51880.8,NA,2,100,5880.8,5188080,NA
"Plate_4_19Mar2026","Minot","PMH_104 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22",2024,2171.5,0,NA,0,17372,NA,2,100,0,1737200,NA
"Plate_4_19Mar2026","Minot","LMH_405_R 2024 -1 Uninoc","Uninoc","High","U_G22",2024,16673,0,NA,0,133384,NA,1,10,0,1333840,NA
"Plate_4_19Mar2026","Minot","LMH_404_R 2024 -1 Custom Standard Species Ino G24","G24","High","U_G22",2024,14184.8,0,NA,0,113478.4,NA,1,10,0,1134784,NA
"Plate_4_19Mar2026","Minot","LMH_301_R 2024 -1 Custom Standard Species Ino G24","G24","High","U_G22",2024,610.2,0,NA,0,4881.6,NA,1,10,0,48816,NA
"Plate_4_19Mar2026","Minot","LML_404_R 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,180.3,0,NA,0,1442.4,NA,2,100,0,144240,NA
"Plate_4_19Mar2026","Minot","LMH_302_R 2024 -1 Custom Species B G22","G22","High","U_G22",2024,8954.8,0,NA,0,71638.4,NA,1,10,0,716384,NA
"Plate_4_19Mar2026","Minot","GMH_503_R -2 Uninoc","Uninoc","High","U_G22",2024,7084.5,74.88,NA,599.04,56676,NA,2,100,59904,5667600,NA
"Plate_4_19Mar2026","Minot","GML_104_R 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,8287,0,NA,0,66296,NA,2,100,0,6629600,NA
"Plate_4_19Mar2026","Minot","GMH_106_R 2024 -2 Custom Species B G22","G22","High","U_G22",2024,9409.7,12.4,NA,99.2,75277.6,NA,2,100,9920,7527760,NA
"Plate_4_19Mar2026","Minot","GMH_203_R 2024 -2 Custom Species B G22","G22","High","U_G22",2024,4920.7,3.459,NA,27.672,39365.6,NA,2,100,2767.2,3936560,NA
"Plate_4_19Mar2026","Minot","LMH_502 2024 -1 Custom Standard Species Ino G24","G24","High","U_G22",2024,7066.8,0,NA,0,56534.4,NA,1,10,0,565344,NA
"Plate_4_19Mar2026","Minot","LMH_505_R 2024 -1 Custom Species B G22","G22","High","U_G22",2024,10406,0,NA,0,83248,NA,1,10,0,832480,NA
"Plate_4_19Mar2026","Carrington","PCL_601 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,8452.4,13229.1,NA,105832.8,67619.2,NA,1,10,1058328,676192,NA
"Plate_4_19Mar2026","Minot","LMH_101 2024 -1 Uninoc","Uninoc","High","U_G22",2024,19846.1,0,NA,0,158768.8,NA,1,10,0,1587688,NA
"Plate_4_19Mar2026","Carrington","PCL_606 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,19116.3,0,NA,0,152930.4,NA,2,100,0,15293040,NA
"Plate_4_19Mar2026","Carrington","GCL_301 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,18069.7,0,NA,0,144557.6,NA,2,100,0,14455760,NA
"Plate_4_19Mar2026","Minot","LML_205 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,1377,2928.3,NA,23426.4,11016,NA,1,10,234264,110160,NA
"Plate_4_19Mar2026","Minot","LMh_406 2024 -1 Custom Species B G22","G22","High","U_G22",2024,8301.5,18.72,NA,149.76,66412,NA,1,10,1497.6,664120,NA
"Plate_4_19Mar2026","Minot","LML_302 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,2831.7,0,NA,0,22653.6,NA,1,10,0,226536,NA
"Plate_4_19Mar2026","Minot","LML_203 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,14586.1,0,NA,0,116688.8,NA,1,10,0,1166888,NA
"Plate_4_19Mar2026","Minot","PMH_405 2024 -3 Uninoc","Uninoc","High","U_G22",2024,4728.7,0,NA,0,37829.6,NA,3,1000,0,37829600,NA
"Plate_4_19Mar2026","Carrington","PCL_503 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,6941.5,896.4,NA,7171.2,55532,NA,2,100,717120,5553200,NA
"Plate_4_19Mar2026","Minot","LML_304 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,2350.2,6730.6,NA,53844.8,18801.6,NA,1,10,538448,188016,NA
"Plate_4_19Mar2026","Minot","PMH_303 2024 -2 Uninoc","Uninoc","High","U_G22",2024,23087.2,0.395,NA,3.16,184697.6,NA,2,100,316,18469760,NA
"Plate_4_19Mar2026","Minot","GML_506 2024 -3 Custom Standard Species Ino G24","G24","Low","U_G22",2024,3648.3,0,NA,0,29186.4,NA,3,1000,0,29186400,NA
"Plate_4_19Mar2026","Minot","GML_205 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,15630.6,0.382,NA,3.056,125044.8,NA,2,100,305.6,12504480,NA
"Plate_4_19Mar2026","Minot","PML_304 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,12709.9,0,NA,0,101679.2,NA,2,100,0,10167920,NA
"Plate_4_19Mar2026","Carrington","LCL_205 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,5530.8,9759.5,NA,78076,44246.4,NA,1,10,780760,442464,NA
"Plate_4_19Mar2026","Minot","GML_203 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,21038.3,0.778,NA,6.224,168306.4,NA,2,100,622.4,16830640,NA
"Plate_4_19Mar2026","Carrington","LCL_202 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,22610.9,0,NA,0,180887.2,NA,1,10,0,1808872,NA
"Plate_4_19Mar2026","Carrington","LCL_302 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,4941.6,0,NA,0,39532.8,NA,2,100,0,3953280,NA
"Plate_4_19Mar2026","Carrington","LCL_104 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,1883.4,0,NA,0,15067.2,NA,1,10,0,150672,NA
"Plate_4_19Mar2026","Carrington","GCL_304 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,9791.6,5335.5,NA,42684,78332.8,NA,2,100,4268400,7833280,NA
"Plate_4_19Mar2026","Minot","GML_503 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,14599.9,4.385,NA,35.08,116799.2,NA,2,100,3508,11679920,NA
"Plate_4_19Mar2026","Carrington","PCL_304 2024 -3 Uninoc","Uninoc","Low","U_G22",2024,2161.9,0,NA,0,17295.2,NA,3,1000,0,17295200,NA
"Plate_4_19Mar2026","Minot","GML_305 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,25335.4,0.773,NA,6.184,202683.2,NA,2,100,618.4,20268320,NA
"Plate_4_19Mar2026","Carrington","LCL_304 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,3935.4,4377,NA,35016,31483.2,NA,2,100,3501600,3148320,NA
"Plate_4_19Mar2026","Carrington","GCL_206 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,12236,0,NA,0,97888,NA,2,100,0,9788800,NA
"Plate_4_19Mar2026","Minot","PML_403 2024 -3 Custom Species B G22","G22","Low","U_G22",2024,1410.8,0,NA,0,11286.4,NA,3,1000,0,11286400,NA
"Plate_4_19Mar2026","Carrington","PCL_204 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,21816.8,13852.5,NA,110820,174534.4,NA,2,100,11082000,17453440,NA
"Plate_4_19Mar2026","Carrington","GCL_405 2024 -3 Custom Standard Species Ino G24","G24","Low","U_G22",2024,10528.3,0,NA,0,84226.4,NA,3,1000,0,84226400,NA
"Plate_4_19Mar2026","Minot","GML_403 2024 -3 Custom Species B G22","G22","Low","U_G22",2024,8094.3,0,NA,0,64754.4,NA,3,1000,0,64754400,NA
"Plate_4_19Mar2026","Minot","PML_302 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,3883.2,0,NA,0,31065.6,NA,2,100,0,3106560,NA
"Plate_4_19Mar2026",NA,"3841_G22 -2","G22",NA,"U_G22",2025,0,0,NA,0,0,NA,NA,NA,NA,NA,NA
"Plate_1_1_23Mar2026","Carrington","AvCH_205 -3 Uninoc","Uninoc","High","U_G24",2025,3828.7,NA,5.113,NA,30629.6,40.904,3,1000,NA,30629600,40904
"Plate_1_1_23Mar2026","Carrington","AvCH_206 2025 -3 Ino","G24","High","U_G24",2025,2600.6,NA,0,NA,20804.8,0,3,1000,NA,20804800,0
"Plate_1_1_23Mar2026","Carrington","AvCH_303 2025 -3 Ino","G24","High","U_G24",2025,10572.3,NA,0,NA,84578.4,0,3,1000,NA,84578400,0
"Plate_1_1_23Mar2026","Carrington","AvCH_305 2025 -3 Uninoc","Uninoc","High","U_G24",2025,8172.9,NA,0,NA,65383.2,0,3,1000,NA,65383200,0
"Plate_1_1_23Mar2026","Carrington","AvCH_306 2025 -3 G22","G22","High","U_G24",2025,626.8,NA,0,NA,5014.4,0,3,1000,NA,5014400,0
"Plate_1_1_23Mar2026","Carrington","AvCH_401 2025 -1 Uninoc","Uninoc","High","U_G24",2025,15004.3,NA,0,NA,120034.4,0,1,10,NA,1200344,0
"Plate_1_1_23Mar2026","Carrington","AvCH_404 2025 -3 G22","G22","High","U_G24",2025,2747.5,NA,3.371,NA,21980,26.968,3,1000,NA,21980000,26968
"Plate_1_1_23Mar2026","Carrington","AvCH_406 2025 -3 Ino","G24","High","U_G24",2025,2099.9,NA,75.44,NA,16799.2,603.52,3,1000,NA,16799200,603520
"Plate_1_1_23Mar2026","Carrington","AvCH_503 2025 -3 Ino","G24","High","U_G24",2025,2269.8,NA,0,NA,18158.4,0,3,1000,NA,18158400,0
"Plate_1_1_23Mar2026","Carrington","AvCH_504 2025 -3 G22","G22","High","U_G24",2025,127.7,NA,0,NA,1021.6,0,3,1000,NA,1021600,0
"Plate_1_1_23Mar2026","Carrington","AvCH_601 2025 -3 G22","G22","High","U_G24",2025,3079.5,NA,0.367,NA,24636,2.936,3,1000,NA,24636000,2936
"Plate_1_1_23Mar2026","Carrington","AvCH_603 2025 -3 Uninoc","Uninoc","High","U_G24",2025,2715.2,NA,0,NA,21721.6,0,3,1000,NA,21721600,0
"Plate_1_1_23Mar2026","Carrington","AvCH_605 2025 -3 Ino","G24","High","U_G24",2025,2417.8,NA,0,NA,19342.4,0,3,1000,NA,19342400,0
"Plate_1_1_23Mar2026","Carrington","PGCH_101 2025 -3 Uninoc","Uninoc","High","U_G24",2025,1403.3,NA,0.372,NA,11226.4,2.976,3,1000,NA,11226400,2976
"Plate_1_1_23Mar2026","Carrington","PGCH_103 2025 -3 Ino","G24","High","U_G24",2025,748.1,NA,0.744,NA,5984.8,5.952,3,1000,NA,5984800,5952
"Plate_1_1_23Mar2026","Carrington","PGCH_401 2025 -3 Uninoc","Uninoc","High","U_G24",2025,712,NA,0.379,NA,5696,3.032,3,1000,NA,5696000,3032
"Plate_1_1_23Mar2026","Carrington","PGCH_404 2025 -3 G22","G22","High","U_G24",2025,1051.6,NA,0,NA,8412.8,0,3,1000,NA,8412800,0
"Plate_1_1_23Mar2026","Carrington","PGCH_503 2025 -3 Ino","G24","High","U_G24",2025,652.6,NA,6.926,NA,5220.8,55.408,3,1000,NA,5220800,55408
